,val_loss,val_categorical_accuracy,loss,categorical_accuracy
0,3.5768817202855976,0.17627883655997134,4.202141087364198,0.06520784932402236
1,3.1181822037146825,0.2728184549289278,3.408979798986722,0.15192175058371088
2,2.837806998667052,0.30290872749378356,3.0448618176603954,0.20139193695177068
3,2.7435801096163397,0.34679037181580197,2.820291791054005,0.23487365921318468
4,2.4355321579735163,0.3796389168922377,2.6359627325337947,0.26986017955609704
5,2.182063620870068,0.41750250667064576,2.4893781018411114,0.29631951850528243
6,2.0830005538858165,0.4295386125145848,2.380320230840747,0.31644617360982413
7,1.9629768933073328,0.4586258772891407,2.2782382933396415,0.3496770967629361
8,1.9085655367242895,0.4485957868090843,2.1880282749239646,0.3685497536062185
9,1.8215700159579844,0.4751755250253553,2.1121859703028685,0.3826572194006893
10,1.771975739729201,0.4704112339701313,2.049795102748731,0.39419399332765487
11,1.7678952125632537,0.4706619865856056,1.9609252080565165,0.4216565299806972
12,1.7097429687544001,0.504012035331133,1.9404147513212175,0.42786381487614966
13,1.6210775044760708,0.5175526554928859,1.881308045803742,0.4378957929630042
14,1.6325740045386785,0.5030090272605957,1.840223191008537,0.4554517526646469
15,1.5548828662099428,0.5358575738391044,1.7987104087004775,0.4664242261517002
16,1.6195569778516994,0.5198094279560426,1.7527767123604383,0.48140949075502604
17,1.5609647940728466,0.5300902726209032,1.725878066019217,0.4891215742374335
18,1.5409153427857694,0.5353560695348077,1.69232697662227,0.5005329474288249
19,1.5776059674164475,0.5388665992165043,1.6493031923072348,0.5096871273384116
20,1.5208676394034053,0.5305917757295199,1.6260869705801855,0.5184024086984559
21,1.4844324639592033,0.5574222683248932,1.6081891585475667,0.5180262075269384
22,1.5190915415734203,0.5463891685337815,1.569588258046851,0.5322590763292027
23,1.477766198284528,0.5524072249381689,1.5551789326311705,0.5368361658710351
24,1.5275413539249416,0.5446339034239053,1.5291378706164835,0.5506928348677294
25,1.48358390963783,0.5606820474985011,1.4963339497448247,0.549564236458196
26,1.501383270578853,0.5536609839502284,1.4911502757201904,0.5589692157946812
27,1.4799629584956193,0.5468906720011022,1.460614616149301,0.5618534094525383
28,1.44004318022441,0.5689568724651394,1.4420684980399872,0.5660542977126057
29,1.4601283817138213,0.5651955896000207,1.42983428317033,0.570568689605466
30,1.515748843685196,0.5373620874843482,1.4137802032461972,0.5835475605127168
31,1.4868985548421159,0.5591775316561954,1.4129627633523818,0.5758981774261255
32,1.4181335505355923,0.5762286880908304,1.3738495215733408,0.588312749552782
33,1.4847621851364372,0.5682046146037706,1.3607426156548619,0.5918866414412098
34,1.4773079785205416,0.5626880644317137,1.349265400448057,0.5983447261503613
35,1.4095367064387534,0.575977937238984,1.3276927879861369,0.6115116966212458
36,1.5356379384501886,0.5458876625704789,1.3200566146700978,0.6034861162647767
37,1.4408044256083108,0.5719658985599472,1.2985375182771692,0.6167157863522706
38,1.4556420175218534,0.573470413475601,1.2821440766078789,0.6185340810266062
39,1.4474026023624176,0.5747241756562125,1.2720018562623883,0.6221706738695619
40,1.4911585008966528,0.5566700122719902,1.2522048181153755,0.6281271584692162
41,1.5297981471929292,0.5519057201556002,1.2509421139004402,0.6280644611696725
42,1.475271428450419,0.5601805425216346,1.2341879995663463,0.6302589542985793
43,1.5057296930488158,0.5561685088046695,1.2174095805143217,0.6375948380987445
44,1.390025443334876,0.5977933855209809,1.2172102091626185,0.6375321395584495
45,1.4985213749028496,0.5651955865061988,1.2061338608702474,0.6404163312580123
46,1.4599465468044626,0.5729689114879343,1.2038242653833526,0.6406671301280678
47,1.491568498231224,0.5689568743931733,1.1816095442329129,0.644868021777778
48,1.4348341457343987,0.5877632920965628,1.1846084793769975,0.6438648242682556
49,1.5126127009107213,0.5707121344064638,1.1762781425646252,0.6498213120856414
50,1.450585700175468,0.5782347075947548,1.1554202536474059,0.654586499914853
51,1.5064069437406726,0.5656970917670394,1.1442404304958,0.6545238013596092
52,1.4318554459687103,0.5827482458252605,1.1451829822992217,0.6587873911048875
53,1.51242732732681,0.5737211652989374,1.1345999406956528,0.6591008891057157
54,1.5079480865176247,0.5697091307748883,1.1161531418705817,0.6690074646164238
55,1.4809655094278253,0.574974924266159,1.1123181322097957,0.6707003599603734
56,1.4287823252716179,0.5902708173844377,1.1036231668550502,0.6738353544764776
57,1.4371977782357062,0.5699598809840567,1.0997743689757513,0.6765941475856206
58,1.436575378553798,0.5902708167716517,1.091186862648434,0.6754028504040855
59,1.4906086754894543,0.5777332011830723,1.0871395058404376,0.6777227470565197
60,1.534029190255742,0.5529087271500256,1.0829661356123932,0.6759671505487588
61,1.4872556409481894,0.5634403219343787,1.0804706093166097,0.6726440588795165
62,1.413741076183893,0.5932798466328513,1.0525212246943092,0.6848078292659461
63,1.4655925076727643,0.5757271855501617,1.0459249223076115,0.6864380258939522
64,1.5132969046607538,0.5779839548298206,1.0382408093296926,0.6927080096978141
65,1.4982700453718065,0.5697091307748883,1.05162363544483,0.6845570297306687
66,1.5040866043287868,0.5822467408932319,1.04019502453897,0.6913286151090111
67,1.5727129206136092,0.5574222662175072,1.0150536917744704,0.7026772872804736
68,1.5032186030504577,0.5827482469462105,1.0171941150444879,0.699228796146306
69,1.543451727154023,0.5667001046950265,1.013687499975125,0.6967835020320873
70,1.610037697772444,0.5589267811331611,1.010495306586119,0.7027399875772539
71,1.4818603503727985,0.581494483076701,1.0019314707809202,0.7028653852184242
72,1.4858368622025133,0.5895185614660486,1.0008032298161322,0.7059376792882601
73,1.4864885186479466,0.5847542649106969,0.9914702291742479,0.706627377892551
74,1.6013377635863981,0.5579237721210257,0.9838542764676732,0.7065646783394741
75,1.4956344052207626,0.5875125397650623,0.9774586525716201,0.7096996722501515
76,1.6267376154691071,0.5656970916624174,0.9868552106339712,0.7116433654551118
77,1.6205006326691676,0.5654463371338553,0.9750887143947509,0.7089472726128514
78,1.4921620272645502,0.5794884673092765,0.9802457137394567,0.709009972251884
79,1.5449494485152042,0.5787362105539116,0.9504426021143608,0.71728635067491
80,1.5584666407933325,0.578234704605555,0.9466697169146991,0.7215499437164009
81,1.6292187248691992,0.5604312942254029,0.9433862336923114,0.717913349726124
82,1.5322959467305344,0.5792377155307781,0.9538661999436066,0.7196689463235777
83,1.591470830179863,0.5669508582520987,0.9496105995564799,0.7191673497681603
84,1.4909626958721738,0.5950351092168537,0.9428516388410341,0.7203586445765717
85,1.5137108103143295,0.5779839531558686,0.9492071725722876,0.7184776503865312
86,1.5459816799300126,0.5777332013175863,0.927422702802043,0.7263151298339736
87,1.5569899294417027,0.575977938927882,0.9128501863679629,0.7294501238605043
88,1.5855243267003847,0.5629388195730619,0.9013900918544695,0.7341526123085502
89,1.5420397155980767,0.5852557699324016,0.9100142919880461,0.7321462179098811
90,1.587847705351314,0.5850050187965812,0.9056154231388626,0.7305787202706344
91,1.6285649881798143,0.5699598822843586,0.9084929243226254,0.7354066104147156
92,1.616159142976778,0.5669508552180609,0.9154993072259582,0.7271302311171842
