,val_loss,val_categorical_accuracy,loss,categorical_accuracy,lr
0,4.608418743902669,0.04305977746844292,3.8972061749533022,0.12117227166891098,0.0010000000474974513
1,4.670915436962093,0.020263424143195152,2.9618613214705998,0.27954161167144775,0.0010000000474974513
2,4.5356399884943785,0.02178318053483963,2.4977043078429295,0.3828667998313904,0.0010000000474974513
3,4.210039043136643,0.028875380754470825,2.175166273693367,0.4614565670490265,0.0010000000474974513
4,3.7692509997096346,0.11448834836483002,1.9332864613126624,0.5201953649520874,0.0010000000474974513
5,3.128893736768759,0.3763931095600128,1.741912626572188,0.5666604042053223,0.0010000000474974513
6,2.519420473046578,0.4989868402481079,1.5903709408664937,0.6029807925224304,0.0010000000474974513
7,2.0423416893291377,0.585106372833252,1.4577110494203607,0.6344166994094849,0.0010000000474974513
8,1.7515035122482006,0.6165146827697754,1.3510977979577978,0.6618448495864868,0.0010000000474974513
9,1.5432525630417566,0.628166139125824,1.2581112096048237,0.6865176558494568,0.0010000000474974513
10,1.4632277456098053,0.655521810054779,1.1822059646755507,0.6991671323776245,0.0010000000474974513
11,1.3848141191457422,0.6757851839065552,1.1283993053409405,0.716888964176178,0.0010000000474974513
12,1.3090781968656886,0.6727457046508789,1.065488352848134,0.7317928671836853,0.0010000000474974513
13,1.2812024896026504,0.6717325448989868,1.0025769973922458,0.7494520545005798,0.0010000000474974513
14,1.2343718013985663,0.6879432797431946,0.9580180678357761,0.7576554417610168,0.0010000000474974513
15,1.1788317512233932,0.6990881562232971,0.9005086679137323,0.7729350328445435,0.0010000000474974513
16,1.1620564156390252,0.6884498596191406,0.8685577310641801,0.7810758352279663,0.0010000000474974513
17,1.1276019072460186,0.7021276354789734,0.8307141095980264,0.7931617498397827,0.0010000000474974513
18,1.116944774547488,0.7092198729515076,0.8044128553384651,0.7971695065498352,0.0010000000474974513
19,1.086026342564924,0.7117527723312378,0.7809104927122589,0.8044962286949158,0.0010000000474974513
20,1.0827928072534192,0.716312050819397,0.7433327860200373,0.8134510517120361,0.0010000000474974513
21,1.102664188652657,0.7087132930755615,0.7239778233467282,0.8148913383483887,0.0010000000474974513
22,1.068926420376052,0.7046605944633484,0.7049165836810259,0.8223432898521423,0.0010000000474974513
23,1.037959360665705,0.719351589679718,0.6935048015543601,0.8242219090461731,0.0010000000474974513
24,1.0467652002728818,0.7097264528274536,0.6694736993822699,0.8304214477539062,0.0010000000474974513
25,1.0438644812341398,0.718845009803772,0.6424377306169511,0.837748110294342,0.0010000000474974513
26,1.0303278347399942,0.716818630695343,0.6175696907789066,0.8430083394050598,0.0010000000474974513
27,1.044926042131619,0.7006078958511353,0.6003701233544326,0.8475170731544495,0.0010000000474974513
28,1.03243932559739,0.7284700870513916,0.6011405627918166,0.8475170731544495,0.0010000000474974513
29,1.010821344279953,0.7269503474235535,0.5755885591958743,0.8535913228988647,0.0010000000474974513
30,1.0281028185934282,0.7208713293075562,0.5568373062337555,0.8606049418449402,0.0010000000474974513
31,1.0134337345759075,0.716312050819397,0.5564447820645715,0.8590393662452698,0.0010000000474974513
32,0.9970071499350103,0.7294833064079285,0.5476171042014545,0.8611059188842773,0.0010000000474974513
33,1.0373559823031362,0.7213779091835022,0.54133393486199,0.8611685037612915,0.0010000000474974513
34,1.0029006742295765,0.7259371876716614,0.5247125021800257,0.8627340197563171,0.0010000000474974513
35,0.9993956281059057,0.7284700870513916,0.5029477730997145,0.8728160858154297,0.0010000000474974513
36,1.001488543933648,0.7350557446479797,0.50210042795292,0.8732544183731079,0.0010000000474974513
37,1.0144650953035828,0.7355623245239258,0.4839338504407377,0.8776379227638245,0.0009000000427477062
38,1.0163126586056046,0.7274569272994995,0.4621892399118736,0.8830859661102295,0.0009000000427477062
39,1.0159292292329194,0.7350557446479797,0.4627381165673046,0.8832111954689026,0.0009000000427477062
40,1.0306409418643305,0.7350557446479797,0.4501901762473112,0.8882835507392883,0.0009000000427477062
41,1.0196529086962296,0.738095223903656,0.43265266960120635,0.8914772272109985,0.0008100000559352338
42,1.0277533613318972,0.7284700870513916,0.4116329746719174,0.8971131443977356,0.0008100000559352338
43,1.030637979990564,0.7335359454154968,0.4222528439210408,0.892729640007019,0.0008100000559352338
44,1.0056264091286857,0.7304964661598206,0.4203019629655585,0.8918529748916626,0.0008100000559352338
45,0.9920136194219463,0.741134762763977,0.38925137847701163,0.900995671749115,0.0007290000794455409
46,1.0040774266891326,0.7345491647720337,0.37855025513027774,0.9049408435821533,0.0007290000794455409
47,1.011177519896835,0.7370820641517639,0.3786183845624351,0.9061306118965149,0.0007290000794455409
48,1.0108596354632393,0.738601803779602,0.3690927063555087,0.9043146371841431,0.0007290000794455409
49,1.0214615527619706,0.7345491647720337,0.37249173908423555,0.9043772220611572,0.0007290000794455409
50,0.9958935572625173,0.73758864402771,0.35455356956804784,0.9118291735649109,0.0006561000482179224
51,1.008143143692519,0.7462006211280823,0.35323901015655584,0.9108898639678955,0.0006561000482179224
52,1.0094652621579387,0.740628182888031,0.341257389985938,0.9133946895599365,0.0006561000482179224
53,1.0097105067068561,0.740628182888031,0.336602256354277,0.9154611825942993,0.0006561000482179224
